variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
netatmoslandco2flux,Net Flux of CO2 Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,153.52,16387
albisccp,ISCCP Mean Cloud Albedo,mon,CFmon,153.44,5581
sipr,Rainfall Rate over Sea Ice,mon,SImon,153.02,2686
wtd,Water Table Depth,day,Eday,152.65,197
hur,Evaporation Including Sublimation and Transpiration,day,day,152.47,137
dissicabioos,Surface Abiotic Dissolved Inorganic Carbon Concentration,mon,Omon,151.79,774
es,Bare Soil Evaporation,day,Eday,150.74,812
wetoa,Wet Deposition Rate of Dry Aerosol Total Organic Matter,mon,AERmon,150.42,5526
pbsi,Biogenic Silicon Production,mon,Omon,148.93,513
hfdsn,Downward Heat Flux into Snow Where Land over Land,mon,LImon,148.69,53214
ffire,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Excluding Land-Use Change [kgC m-2 s-1],mon,Lmon,148.45,76477
tau,Momentum Flux,day,Eday,147.61,1194
soga,Global Mean Sea Water Salinity,mon,Omon,146.73,81433
flittersoil,Total Carbon Mass Flux from Litter to Soil,mon,Lmon,146.26,29476
sivols,Sea-Ice Volume South,mon,SImon,144.43,10975
talknatos,Surface Natural Total Alkalinity,mon,Omon,143.31,1233
phabio,Abiotic pH,mon,Omon,141.99,26
sicompstren,Compressive Sea Ice Strength,mon,SImon,141.99,13103
sci,Fraction of Time Shallow Convection Occurs,mon,Amon,141.85,3587
siflcondbot,Net Conductive Heat Fluxes in Ice at the Bottom,mon,SImon,141.78,5354
co3sataragos,Surface Mole Concentration of Carbonate Ion in Equilibrium with Pure Aragonite in Sea Water,mon,Omon,141.22,1308
psl,Sea Level Pressure,subhrPt,CFsubhr,140.07,398
evspsblpot,Potential Evapotranspiration,day,Eday,140.05,428
siflswutop,Upwelling Shortwave Flux over Sea Ice,mon,SImon,138.84,5290
rsds,Surface Downwelling Shortwave Radiation,mon,ImonGre,137.93,3097
cltc,Convective Cloud Cover Percentage,mon,AERmon,137.80,6078
fg14co2abio,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],mon,Omon,137.52,631
sfcwind,Boundary Layer Depth,day,day,137.46,48
sbl,Surface Snow and Ice Sublimation Flux,day,Eday,136.79,1796
siflsensupbot,Net Upward Sensible Heat Flux Under Sea Ice,mon,SImon,136.55,2809
burntfractionall,Percentage of Entire Grid cell  that is Covered by Burnt Vegetation (All Classes),mon,Lmon,136.20,17692
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],mon,Amon,135.42,34693
co3abio,Abiotic Carbonate Ion Concentration,mon,Omon,135.09,20
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,mon,CFmon,134.86,4967
dryoa,Dry Deposition Rate of Dry Aerosol Total Organic Matter,mon,AERmon,134.46,5721
uas,Eastward Near-Surface Wind,subhrPt,CFsubhr,134.33,331
rsds,Surface Downwelling Shortwave Radiation,mon,ImonAnt,133.98,3011
dpco2abio,Abiotic Delta Pco Partial Pressure,mon,Omon,133.32,677
sconcdust,Surface Concentration of Dust,mon,Emon,132.47,2343
cstem,Carbon Mass in Stem,mon,Emon,131.65,10331
sisaltmass,Mass of Salt in Sea Ice per Area,mon,SImon,131.59,3414
mrlso,Soil Liquid Water Content,mon,Emon,130.47,4394
cfadlidarsr532,CALIPSO Scattering Ratio CFAD,3hrPt,E3hrPt,130.20,31
detocos,Surface Detrital Organic Carbon Concentration,mon,Omon,130.05,906
hfsnthermds,Heat Flux into Sea Water Due to Snow Thermodynamics,mon,Omon,129.22,752
hfgeou,Upward Geothermal Heat Flux at Sea Floor,mon,Omon,128.14,14477
dmsos,Surface Mole Concentration of Dimethyl Sulphide in Sea Water,mon,Omon,127.73,910
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,mon,Emon,127.41,1882
sndmassdyn,Snow Mass Rate of Change Through Advection by Sea-Ice Dynamics,mon,SImon,125.96,3732
mrsos,Moisture in Upper Portion of Soil Column,6hr,6hrPlevPt,124.60,227
sidmasslat,Lateral Sea Ice Melt Rate,mon,SImon,123.67,2840
emioa,Primary Emission and Chemical Production of Dry Aerosol Organic Matter,mon,AERmon,123.00,6196
ts,Surface Temperature,subhrPt,CFsubhr,122.62,307
cw,Total Canopy Water Storage,day,Eday,122.06,1579
wap2,Mean-Squared Vertical Velocity (Omega),mon,Emon,120.89,61
dslw,Change in Soil Moisture,day,Eday,120.76,78
hfdsn,Downward Heat Flux into Snow Where Land over Land,day,Eday,119.83,1750
npplut,Net Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,119.77,5922
vortmean,Relative Vorticity,6hrPt,6hrPlevPt,119.69,201
aod550volso4,Aerosol Optical Depth at 550nm Due to Stratospheric Volcanic Aerosols,day,Eday,119.27,1334
vwap,Product of Northward Wind and Omega,mon,Emon,118.99,59
ta,Air Temperature,mon,AERmonZ,118.84,43133
sndmasssubl,Snow Mass Rate of Change Through Evaporation or Sublimation,mon,SImon,118.72,3057
phabioos,Surface Abiotic pH,mon,Omon,118.00,698
grassfracc3,C3 Natural Grass Area Percentage,mon,Emon,117.06,28588
lailut,Leaf Area Index on Land-Use Tile,mon,Emon,115.83,5814
siflfwbot,Freshwater Flux from Sea Ice,mon,SImon,115.50,4488
vtendogw,Northward Acceleration Due to Orographic Gravity Wave Drag,mon,Emon,115.44,405
sifb,Sea-Ice Freeboard,mon,SImon,114.72,4681
mrsow,Total Soil Wetness,day,Eday,114.67,1243
pnitrate,Primary Carbon Production by Phytoplankton Due to Nitrate Uptake Alone,mon,Omon,114.40,427
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,subhrPt,CFsubhr,114.26,292
ps,Surface Air Pressure,subhrPt,CFsubhr,114.22,310
cwood,Carbon Mass in Wood,mon,Emon,114.19,14451
tas,Near-Surface Air Temperature,subhrPt,CFsubhr,114.10,128
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,113.25,315
fndep,Dry and Wet Deposition of Reactive Nitrogen onto Land,mon,Emon,113.24,16405
snw,Surface Snow Amount,6hrPt,6hrPlevPt,112.83,921
lwsffluxaero,Longwave flux  due to volcanic aerosols at the surface,6hrPt,6hrPlevPt,112.32,11
sndmasssi,Snow Mass Rate of Change Through Snow-to-Ice Conversion,mon,SImon,112.20,2674
pctisccp,ISCCP Mean Cloud Top Pressure,mon,CFmon,111.97,4624
sconcss,Surface Concentration of Sea-Salt Aerosol,mon,Emon,111.13,2094
nsoil,Nitrogen Mass in Soil Pool,mon,Emon,110.41,16896
mrtws,Terrestrial Water Storage,day,Eday,109.71,201
mrsolut,Total Soil Moisture,mon,Emon,109.52,4177
spco2nat,Natural Surface Aqueous Partial Pressure of CO2,mon,Omon,109.43,794
rlus,Surface Upwelling Longwave Radiation,subhrPt,CFsubhr,109.27,256
sfdsi,Downward Sea Ice Basal Salt Flux,mon,SImon,108.62,3394
thetao,Sea Water Potential Temperature,dec,Odec,108.46,586
prra,Rainfall Flux over Land Ice,day,Eday,108.19,187
fgdms,Surface Upward Flux of DMS,mon,Omon,107.69,624
sconcso4,Surface Concentration of SO4,mon,Emon,107.68,2074
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,mon,CFmon,107.58,3659
clhcalipso,CALIPSO High Level Cloud Area Percentage,mon,CFmon,106.74,3596
rsds,Surface Downwelling Shortwave Radiation,subhrPt,CFsubhr,106.02,259
cltcalipso,CALIPSO Total Cloud Cover Percentage,mon,CFmon,105.78,2738
dissi14cabioos,Surface Abiotic Dissolved Inorganic Carbon-14 Concentration,mon,Omon,103.75,563
vsfriver,Virtual Salt Flux into Sea Water from Rivers,mon,Omon,102.83,840
clt,Total Cloud Cover Percentage,subhrPt,CFsubhr,102.82,218
fgcfc12,Surface Downward CFC12 Flux,mon,Omon,102.46,7885
tran,Transpiration,day,Eday,101.90,691
rlds,Surface Downwelling Longwave Radiation,subhrPt,CFsubhr,101.33,240
et,Total Evapotranspiration,day,Eday,101.08,62
rhlut,Heterotrophic Respiration on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,100.73,5186
rhsoil,Carbon Mass Flux into Atmosphere Due to Heterotrophic Respiration from Soil on Land,mon,Emon,100.50,4737
tatp,Tropopause Air Temperature,mon,AERmon,100.33,5311
siflfwdrain,Freshwater Flux from Sea-Ice Surface,mon,SImon,99.75,2392
clcalipsoice,CALIPSO Ice Cloud Percentage,mon,Emon,99.40,119
aoanh,Northern Hemisphere Tracer Lifetime,mon,AERmon,99.31,20
icfriver,Flux of Inorganic Carbon into Ocean Surface by Runoff,mon,Omon,99.02,4878
o2satos,Surface Dissolved Oxygen Concentration at Saturation,mon,Omon,98.91,2200
solbnd,TOA Solar Irradiance for Each Band,3hrPt,E3hrPt,98.17,176
gpplut,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,97.81,5737
dtes,Change in Surface Heat Storage,day,Eday,97.80,66
sitempsnic,Temperature at Snow-Ice Interface,mon,SImon,97.71,12103
tauv,Surface Downward Northward Wind Stress,subhrPt,CFsubhr,96.62,183
depdust,Total Deposition Rate of Dust,mon,Emon,96.27,1027
fharvest,Carbon Mass Flux into Atmosphere Due to Crop Harvesting [kgC m-2 s-1],mon,Lmon,96.05,32815
ua,Eastward Wind,mon,AERmonZ,95.79,28027
rsus,Surface Upwelling Shortwave Radiation,subhrPt,CFsubhr,95.14,263
shrubfrac,Percentage Cover by Shrub,mon,Lmon,94.64,30933
rlut,TOA Outgoing Longwave Radiation,3hrPt,CF3hr,94.23,57
sitempbot,Temperature at Ice-Ocean Interface,mon,SImon,94.16,2948
fgsf6,Surface Downward SF6 Flux,mon,Omon,93.94,7484
tauu,Surface Downward Eastward Wind Stress,subhrPt,CFsubhr,93.15,174
sifllwutop,Upwelling Longwave Flux over Sea Ice,mon,SImon,92.47,4599
ocfriver,Flux of Organic Carbon into Ocean Surface by Runoff,mon,Omon,90.63,4335
od440aer,Ambient Aerosol Optical Thickness at 440nm,mon,AERmon,90.37,6387
rtmt,Net Downward Radiative Flux at Top of Model,subhrPt,CFsubhr,90.35,299
cldnvi,Column Integrated Cloud Droplet Number,mon,Emon,90.14,913
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,90.07,230
vsfsit,Virtual Salt Flux into Sea Water Due to Sea Ice Thermodynamics,mon,Omon,89.16,913
cnc,Canopy Covered Area Percentage,day,Eday,88.37,256
parasolrefl,PARASOL Reflectance,mon,Emon,87.77,565
fanthdisturb,"Carbon Mass Flux from Vegetation, Litter or Soil Pools into the Atmosphere Due to any Human Activity [kgC m-2 s-1]",mon,Emon,87.27,12509
sfcwind,Near-Surface Wind Speed,subhrPt,CFsubhr,86.82,191
nmineral,Mineral Nitrogen in the Soil,mon,Emon,86.58,14171
albsn,Snow Albedo,day,Eday,86.23,2246
nwdfraclut,Non-Woody Vegetation Percentage Cover,mon,Emon,86.14,4092
prc,Convective Precipitation,subhrPt,Esubhr,86.06,15
c3pftfrac,Percentage Cover by C3 Plant Functional Type,mon,Lmon,85.98,7318
nland,Total Nitrogen in All Terrestrial Nitrogen Pools,mon,Emon,85.26,17121
mrrolut,Total Runoff from Land-Use Tile,mon,Emon,84.59,3361
ralut,Autotrophic Respiration on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,84.51,5002
residualfrac,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,mon,Lmon,84.44,15981
sisali,Sea Ice Salinity,mon,SImon,83.41,17566
tas,Near-Surface Air Temperature,monC,Amon,81.99,826
psl,Eastward Wind,day,day,81.63,405
sifllwdtop,Downwelling Longwave Flux over Sea Ice,mon,SImon,81.59,4152
cropfracc3,Percentage Cover by C3 Crops,mon,Emon,81.46,26334
tsn,Snow Internal Temperature,day,Eday,81.22,2201
prw,Water Vapor Path,subhrPt,CFsubhr,80.88,157
tsoilpools,Turnover Rate of Each Model Soil Carbon Pool,mon,Emon,80.61,713
mrsos,Moisture in Upper Portion of Soil Column,3hr,3hr,80.34,27
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,80.24,205
fbnf,Biological Nitrogen Fixation,mon,Emon,80.00,15435
treefracbdldcd,Broadleaf Deciduous Tree Area Percentage,mon,Emon,79.87,26951
fnnetmin,Net Nitrogen Release from Soil and Litter as the Outcome of Nitrogen Immobilisation and Gross Mineralisation,mon,Emon,79.64,15925
cvegtree,Carbon Mass in Vegetation on Tree Tiles,mon,Emon,79.62,4920
dcw,Change in Interception Storage,day,Eday,79.41,65
clitterbelow,Carbon Mass in Below-Ground Litter,mon,Lmon,78.57,11190
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",day,Eday,78.56,60
lwsnl,Liquid Water Content of Snow Layer,mon,LImon,78.27,17370
siitdsnconc,Snow Area Percentages in Ice Thickness Categories,mon,SImon,77.85,665
cveggrass,Carbon Mass in Vegetation on Grass Tiles,mon,Emon,77.65,4626
grassfracc4,C4 Natural Grass Area Percentage,mon,Emon,77.54,28303
od550soa,Particulate Organic Aerosol Optical Depth at 550nm,mon,AERmon,77.47,4701
fgcfc11,Surface Downward CFC11 Flux,mon,Omon,77.31,1550
volcello,Ocean Grid-Cell Volume,yr,Oyr,77.30,894
fdeforesttoatmos,Deforested Biomass That Goes into Atmosphere as a Result of Anthropogenic Land-Use Change [kgC m-2 s-1],mon,Emon,77.06,4629
fnup,Total Plant Nitrogen Uptake (Sum of Ammonium and Nitrate) Irrespective of the Source of Nitrogen,mon,Emon,76.95,16624
huss,Near-Surface Specific Humidity,subhrPt,CFsubhr,76.92,81
pr,Precipitation,monC,Amon,76.84,616
esn,Snow Evaporation,day,Eday,76.59,1203
tsns,Snow Surface Temperature,day,Eday,76.35,1560
fnloss,"Total Nitrogen Lost (Including NHx, NOx, N2O, N2 and Leaching)",mon,Emon,76.33,14471
ppdiaz,Net Primary Mole Productivity of Carbon by Diazotrophs,yr,Oyr,76.27,1519
hfsbl,Energy of Sublimation,day,Eday,76.25,1211
cfaddbze94,CloudSat Radar Reflectivity CFAD,mon,Emon,76.23,17
snm,Surface Snow Melt,day,Eday,75.90,2686
rhlitter,Carbon Mass Flux into Atmosphere Due to Heterotrophic Respiration from Litter on Land,mon,Emon,75.79,2735
parasolrefl,PARASOL Reflectance,day,Eday,74.97,43
popos,Surface Mole Concentration of Particulate Organic Matter Expressed as Phosphorus in Sea Water,mon,Omon,74.62,1727
o3,Mole Fraction of O3,mon,AERmonZ,74.29,17275
hflslut,Latent Heat Flux on Land-Use Tile,mon,Emon,73.25,1180
nppgrass,Net Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,73.00,4302
nveg,Nitrogen Mass in Vegetation,mon,Emon,72.80,14363
emidust,Total Emission Rate of Dust,mon,AERmon,72.54,18255
ffireall,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Including All Sources [kgC m-2 s-1],mon,Emon,72.49,2170
fngas,"Total Nitrogen Lost to the Atmosphere (Sum of NHx, NOx, N2O, N2)",mon,Emon,72.47,16506
siflswdbot,Downwelling Shortwave Flux Under Sea Ice,mon,SImon,72.30,1454
rsdt,TOA Incident Shortwave Radiation,6hrPt,6hrPlevPt,72.24,172
npptree,Net Primary Production on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,72.08,4378
treefracndlevg,Needleleaf Evergreen Tree Area Percentage,mon,Emon,71.98,26046
clcalipsoliq,CALIPSO Liquid Cloud Percentage,mon,Emon,71.95,119
ts,Surface Temperature,6hr,6hrPlevPt,71.31,591
tgs,Temperature of Bare Soil,day,Eday,71.25,55
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,subhrPt,CFsubhr,71.14,174
swelut,Snow Water Equivalent on Land-Use Tile,mon,Emon,70.17,1846
difvho,Ocean Vertical Heat Diffusivity,monC,Oclim,69.44,553
nlitter,Nitrogen Mass in Litter Pool,mon,Emon,69.26,14549
pasturefrac,Percentage of Land Which Is Anthropogenic Pasture,mon,Lmon,69.18,51704
intpbp,Phosphorus Production,mon,Omon,68.73,1861
clwvi,Condensed Water Path,subhrPt,CFsubhr,68.68,130
difvmo,Ocean Vertical Momentum Diffusivity,monC,Oclim,68.39,548
fproductdecomp,Decomposition out of Product Pools to CO2 in Atmosphere as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,68.28,10745
hfsslut,Sensible Heat Flux on Land-Use Tile,mon,Emon,67.69,1092
c4pftfrac,Percentage Cover by C4 Plant Functional Type,mon,Lmon,67.38,7232
orog,Surface Altitude,mon,ImonGre,67.08,155
taslut,Near-Surface Air Temperature on Land Use Tile,mon,Emon,66.07,1344
uqint,Eastward Humidity Transport,mon,Emon,65.81,2119
ccwd,Carbon Mass in Coarse Woody Debris,mon,Lmon,65.38,17185
clivi,Ice Water Path,subhrPt,CFsubhr,65.00,122
tslsilut,Surface Temperature on Landuse Tile,mon,Emon,64.74,1270
bacc,Bacterial Carbon Concentration,yr,Oyr,64.18,85
ec,Interception Evaporation,day,Eday,64.13,51
vqint,Northward Humidity Transport,mon,Emon,64.06,1798
rluslut,Surface Upwelling Longwave on Land-Use Tile,mon,Emon,63.34,1078
arag,Aragonite Concentration,yr,Oyr,63.19,114
hurs,Near-Surface Relative Humidity,subhrPt,CFsubhr,63.09,75
rsut4co2,TOA Outgoing Shortwave Radiation in 4XCO2 Atmosphere,mon,CFmon,62.73,2243
cropfracc4,Percentage Cover by C4 Crops,mon,Emon,62.54,25652
wetlandfrac,Wetland Percentage Cover,mon,Emon,62.24,3704
ttop,Air Temperature at Cloud Top,mon,AERmon,61.69,1220
sirdgconc,Percentage Cover of Sea Ice by Ridging,mon,SImon,61.52,1250
zmicroos,Surface Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mon,Omon,61.51,5360
rsuslut,Surface Upwelling Shortwave  on Land-use Tile,mon,Emon,61.48,979
zmesoos,Surface Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,mon,Omon,61.04,5419
treefracbdlevg,Broadleaf Evergreen Tree Area Percentage,mon,Emon,60.94,26415
rlut4co2,TOA Outgoing Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,60.54,2273
ratree,Autotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,59.87,3538
prsn,Snowfall Flux,subhrPt,CFsubhr,59.63,164
csoilabove1m,Carbon Mass in Soil Pool Above 1m Depth,mon,Emon,59.39,2128
ragrass,Autotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,59.12,3548
siflsenstop,Net Upward Sensible Heat Flux over Sea Ice,mon,SImon,58.72,4084
cother,"Carbon Mass in Vegetation Components Other than Leaves, Stems and Roots",mon,Emon,58.48,6581
phymiscos,Surface Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,58.46,5698
tas,Near-Surface Air Temperature,subhrPt,Esubhr,58.38,4
rsdscsdiff,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,mon,Emon,58.17,617
albc,Canopy Albedo,day,Eday,58.13,37
msftyzmpa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,58.00,683
fdeforesttoproduct,Deforested Biomass That Goes into Product Pool as a Result of Anthropogenic Land-Use Change,mon,Emon,57.85,13954
gpptree,Gross Primary Production on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,57.77,3908
rgrowth,Total Autotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,57.59,8630
rmaint,Carbon Mass Flux into Atmosphere Due to Maintenance Autotrophic Respiration on Land [kgC m-2 s-1],mon,Lmon,57.50,8395
clitterabove,Carbon Mass in Above-Ground Litter,mon,Lmon,57.20,11034
mmrno3,NO3 Aerosol Mass Mixing Ratio,mon,Emon,57.00,148
uo,Sea Water X Velocity,dec,Odec,56.98,293
hursmin,Daily Minimum Near-Surface Relative Humidity,mon,Amon,56.85,11127
wetlandch4,Grid Averaged Methane Emissions from Wetlands,mon,Emon,56.49,1968
vo,Sea Water Y Velocity,dec,Odec,56.22,274
husslut,Near-Surface Specific Humidity on Land-Use Tile,mon,Emon,56.08,1065
emico,Total Emission Rate of CO,mon,AERmon,55.32,4983
aerasymbnd,Aerosol Level Asymmetry Parameter for Each Band,3hrPt,E3hrPt,55.06,5
reffclwc,Convective Cloud Liquid Droplet Effective Radius,mon,Emon,54.89,59
xgwdparam,Eastward Gravity Wave Drag,mon,Emon,54.81,17
ygwdparam,Northward Gravity Wave Drag,mon,Emon,54.70,17
gppgrass,Gross Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,54.24,3712
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,3hrPt,CF3hr,53.83,363
prc,Convective Precipitation,subhrPt,CFsubhr,53.74,138
fnleach,"Total Nitrogen Loss to Leaching or Runoff (Sum of Ammonium, Nitrite and Nitrate)",mon,Emon,53.06,11906
reffclic,Hydrometeor Effective Radius of Convective Cloud Ice,mon,Emon,52.73,56
mrsoslut,Moisture in Upper Portion of Soil Column of Land-Use Tile,mon,Emon,52.34,3105
eminox,Total Emission Rate of NOx,mon,AERmon,52.24,5525
thetaoga,Global Average Sea Water Potential Temperature,dec,Odec,52.07,540
dsn,Change in Snow Water Equivalent,day,Eday,52.07,67
siforcetiltx,Sea-Surface Tilt Term in Force Balance (X-Component),mon,SImon,52.02,2029
siforceintstry,Internal Stress Term in Force Balance (Y-Component),mon,SImon,51.93,2000
siforceintstrx,Internal Stress Term in Force Balance (X-Component),mon,SImon,51.77,2019
difvtrto,Ocean Vertical Tracer Diffusivity Due to Tides,monC,Oclim,51.52,337
hfls,Surface Upward Latent Heat Flux,3hrPt,CF3hr,51.48,28
hus,Specific Humidity,6hr,6hrLev,51.43,3
va,Northward Wind,mon,AERmonZ,51.40,10089
aerssabnd,Aerosol Level Single Scattering Albedo for Each Band,3hrPt,E3hrPt,51.22,5
deptho,Sea Floor Depth Below Geoid,fx,Ofx,51.05,13905
ts,Surface Temperature,mon,ImonGre,51.01,3540
ts,Surface Temperature,mon,ImonAnt,50.84,3550
difvso,Ocean Vertical Salt Diffusivity,monC,Oclim,50.66,425
siforcecoriolx,Coriolis Force Term in Force Balance (X-Component),mon,SImon,50.46,2048
cct,Air Pressure at Convective Cloud Top,subhrPt,CFsubhr,49.99,124
dtesn,Change in Snow and Ice Cold Content,day,Eday,49.39,64
siforcecorioly,Coriolis Force Term in Force Balance (Y-Component),mon,SImon,49.00,2031
necblut,Net Carbon Mass Flux into Land-Use Tile [kgC m-2 s-1],mon,Emon,48.84,3027
npproot,Net Primary Production Allocated to Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,48.60,2956
siforcetilty,Sea-Surface Tilt Term in Force Balance (Y-Component),mon,SImon,48.38,2021
emivoc,Total Emission Rate of NMVOC,mon,AERmon,47.38,5782
nppleaf,Net Primary Production Allocated to Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,47.18,2914
nleaf,Nitrogen Mass in Leaves,mon,Emon,47.17,7558
ts,Surface Temperature,monC,Amon,47.11,546
rlutcs4co2,TOA Outgoing Clear-Sky Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,47.08,2022
rsutcs4co2,TOA Outgoing Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,mon,CFmon,47.08,2023
dryo3,Dry Deposition Rate of O3,mon,AERmon,46.93,4834
vegheight,Height of the Vegetation Canopy,mon,Emon,46.86,1684
flulccatmlut,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],mon,Emon,46.58,3237
so,Sea Water Salinity,dec,Odec,44.67,271
calcos,Surface Calcite Concentration,mon,Omon,44.62,637
zg,Geopotential Height,mon,AERmonZ,44.47,16032
tropoz,Tropospheric Ozone Column,mon,AERmon,44.16,6239
nppwood,Net Primary Production Allocated to Wood as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,43.49,2843
fclandtoocean,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,mon,Emon,42.66,9179
ccb,Air Pressure at Convective Cloud Base,subhrPt,CFsubhr,42.63,116
clittercwd,Carbon Mass in Coarse Woody Debris,mon,Emon,42.60,5282
clittersurf,Carbon Mass in Above-Ground Litter,mon,Emon,42.40,5986
nudgincsm,Nudging Increment of Water in Soil Moisture,day,Eday,42.27,42
flulccresiduelut,Carbon Transferred to Soil or Litter Pools Due to Land-Use or Land-Cover Change Processes on Tile,mon,Emon,42.27,2741
sidivvel,Divergence of the Sea-Ice Velocity Field,monPt,SImon,41.85,10505
hfls,Surface Upward Latent Heat Flux,mon,ImonGre,41.74,2376
hfls,Surface Upward Latent Heat Flux,mon,ImonAnt,41.55,2310
fnlittersoil,Total Nitrogen Mass Flux from Litter to Soil,mon,Emon,41.37,6301
clittersubsurf,Carbon Mass in Below-Ground Litter,mon,Emon,41.31,6094
rhgrass,Heterotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,40.74,2866
fngasnonfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from All Processes Except Fire",mon,Emon,40.74,2878
difvmto,Ocean Vertical Momentum Diffusivity Due to Tides,monC,Oclim,40.55,266
nppother,Net Primary Production Allocated to Other Pools (not Leaves Stem or Roots) as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,40.52,1985
fco2antt,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2 [kgC m-2 s-1],mon,Amon,40.15,39817
fproductdecomplut,Net Carbon Mass Flux from Wood and Agricultural Product Pools on Land Use Tile into Atmosphere [kgC m-2 s-1],mon,Emon,40.04,3198
uas,Surface Downwelling Clear-Sky Shortwave Radiation,3hrPt,3hr,40.02,11
nstem,Nitrogen Mass in Stem,mon,Emon,39.94,5459
nroot,Nitrogen Mass in Roots,mon,Emon,39.94,5456
tsl,Temperature of Soil,6hr,6hrPlevPt,39.84,193
fvegfire,Carbon Mass Flux from Vegetation into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1],mon,Emon,39.68,1217
nppstem,Net Primary Production Allocated to Stem as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,39.45,2059
msftmrho,Ocean Meridional Overturning Mass Streamfunction,mon,Omon,39.04,2253
hfmlt,Energy of Fusion,day,Eday,39.03,1572
hfss,Surface Upward Sensible Heat Flux,mon,ImonAnt,38.97,2286
reffcclwtop,Cloud-Top Effective Droplet Radius in Convective Cloud,day,Eday,38.87,36
treefracndldcd,Needleleaf Deciduous Tree Area Percentage,mon,Emon,38.86,26310
rlut,TOA Outgoing Longwave Radiation,monC,Amon,38.61,410
difmxylo,Ocean Momentum XY Laplacian Diffusivity,yr,Oyr,38.58,63
clittergrass,Carbon Mass in Litter on Grass Tiles,mon,Emon,38.38,3054
hfss,Surface Upward Sensible Heat Flux,mon,ImonGre,38.37,2256
zfull,Altitude of Model Full-Levels,fx,fx,38.33,4356
rsut,TOA Outgoing Shortwave Radiation,monC,Amon,38.20,379
flulccproductlut,Carbon Harvested Due to Land-Use or Land-Cover Change Process That Enters Anthropogenic Product Pools on Tile,mon,Emon,38.04,2961
zg500,Ambient Aerosol Optical Thickness at 550nm,6hrPt,6hrPlevPt,37.67,71
rhtree,Heterotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,37.63,2900
mlotst,Load of NO3,mon,Omon,37.41,7310
