variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
rv850,Relative Vorticity at 850hPa,6hrPt,6hrPlevPt,4867.46,516346
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,mon,Amon,4856.56,595219
hurs,,6hr,6hrPlev,4824.57,4654938
psl,Sea Level Pressure,3hrPt,CF3hr,4752.97,2449
dissi14cabio,Abiotic Dissolved Inorganic Carbon-14 Concentration,mon,Omon,4741.64,774
pfull,Pressure at Model Full-Levels,mon,AERmon,4731.80,5003
tntmp,Tendency of Air Temperature Due to Model Physics,subhrPt,CFsubhr,4723.64,4357
hus,,day,CFday,4703.60,1212
rld4co2,Downwelling Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,4698.08,3326
clc,Convective Cloud Area Percentage,mon,CFmon,4693.10,3387
cls,Percentage Cover of Stratiform Cloud,mon,CFmon,4687.85,3524
zg,,mon,AERmon,4681.97,11516
phyp,Mole Concentration of Total Phytoplankton Expressed as Phosphorus in Sea Water,mon,Omon,4675.37,3378
rsucs4co2,Upwelling Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,mon,CFmon,4675.36,3293
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,mon,Amon,4674.37,514963
osaltpadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Eddy Advection,mon,Emon,4670.77,702
conccn,Aerosol Number Concentration,mon,Emon,4652.67,1472
mlotst,,mon,Omon,4621.31,909661
mlotst,Ocean Mixed Layer Thickness Defined by Sigma T,day,Eday,4618.71,99580
opottemppmdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,mon,Emon,4565.53,923
sf6,Mole Concentration of SF6 in Sea Water,mon,Omon,4560.83,1838
co2,Mole Fraction of CO2,mon,AERmon,4559.23,102732
rlucs4co2,Upwelling Clear-Sky Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,4549.04,3240
psl,,3hr,E3hr,4540.59,4266
wap,Omega (=dp/dt),subhrPt,CFsubhr,4515.39,4381
expp,Sinking Particulate Organic Phosphorus Flux,mon,Emon,4503.72,494
zg,,day,CFday,4454.21,626
psl,Sea Level Pressure,6hr,6hrPlevPt,4425.33,15802
tslsi,Surface Temperature Where Land or Sea Ice,day,day,4416.84,114536
expn,Sinking Particulate Organic Nitrogen Flux,mon,Emon,4384.97,539
zg500,Geopotential Height at 500hPa,6hrPt,6hrPlevPt,4370.53,356769
wap,Omega (=dp/dt),mon,Emon,4364.63,9363
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,day,CFday,4355.41,12562
pfull,Pressure at Model Full-Levels,6hrPt,6hrLev,4329.41,330
tnta,Tendency of Air Temperature Due to Advection,subhrPt,CFsubhr,4328.85,4372
ta,,day,CFday,4304.65,908
zfullo,Depth Below Geoid of Ocean Layer,mon,Omon,4284.78,2703
rsd4co2,Downwelling Shortwave Radiation 4XCO2 Atmosphere,mon,CFmon,4252.15,3350
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,day,CFday,4245.54,147406
rsds,,3hr,3hr,4238.81,5317
tntscpbl,Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,subhrPt,CFsubhr,4223.34,4191
opottemprmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Residual Mean Advection,mon,Emon,4198.16,454
mrro,,day,day,4193.17,699387
rsdt,TOA Incident Shortwave Radiation,day,CFday,4183.96,33551
tauu,Surface Downward Eastward Wind Stress,mon,Amon,4181.81,511017
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,mon,Amon,4168.40,621573
tnt,Tendency of Air Temperature,subhrPt,CFsubhr,4165.34,4338
obvfsq,,mon,Omon,4139.93,2157
tauv,Surface Downward Northward Wind Stress,mon,Amon,4111.94,469236
tntr,Tendency of Air Temperature Due to Radiative Heating,subhrPt,CFsubhr,4094.83,4208
talk,,mon,Omon,4032.61,20734
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,mon,Amon,4020.08,474044
hus,,mon,CFmon,3988.48,7397
tnhus,Tendency of Specific Humidity,subhrPt,CFsubhr,3960.42,4118
rsut,TOA Outgoing Shortwave Radiation,3hr,E3hr,3941.32,6306
prlsns,Stratiform Snowfall Flux,3hrPt,CF3hr,3933.85,930
sithick,Sea Ice Thickness,mon,SImon,3916.31,570824
pop,Mole Concentration of Particulate Organic Matter Expressed as Phosphorus in Sea Water,mon,Omon,3890.78,3270
rsdoabsorb,Net Rate of Absorption of Shortwave Energy in Ocean Layer,mon,Emon,3841.90,1875
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,day,CFday,3831.69,13059
wfo,Water Flux into Sea Water,mon,Omon,3823.32,675864
loadbc,Load of Black Carbon Aerosol,day,Eday,3811.08,20336
si,Total Dissolved Inorganic Silicon Concentration,yr,Oyr,3811.08,14803
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,day,CFday,3799.78,10835
mmrbc,,mon,AERmon,3776.49,7096
hur,Relative Humidity,subhrPt,CFsubhr,3763.94,308589
rsdt,TOA Incident Shortwave Radiation,3hr,E3hr,3735.16,6816
psl,,mon,Amon,3732.48,690013
vas,Northward Near-Surface Wind,6hr,6hrPlev,3722.50,5581
rsdcs4co2,Downwelling Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,mon,CFmon,3695.70,3322
tnhusmp,Tendency of Specific Humidity Due to Model Physics,subhrPt,CFsubhr,3687.23,4312
ta,,3hrPt,E3hrPt,3683.41,1869
prsnc,Convective Snowfall Flux,3hr,E3hr,3663.34,73
od550aer,Ambient Aerosol Optical Thickness at 550nm,day,AERday,3632.27,43636
rld,Downwelling Longwave Radiation,subhrPt,CFsubhr,3587.33,4220
phypico,Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,mon,Omon,3569.96,2246
clw,,mon,Amon,3549.13,6326
va,Northward Wind,mon,Emon,3543.43,73373
hfy,Ocean Heat Y Transport,mon,Omon,3515.32,62813
sisnthick,Snow Thickness,day,SIday,3499.12,70413
hfls,,3hr,3hr,3493.89,3209
hno3,HNO3 Volume Mixing Ratio,mon,AERmon,3493.72,4539
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,mon,Amon,3489.87,645495
prc,Convective Precipitation,mon,Amon,3488.82,535291
rldcs,Downwelling Clear-Sky Longwave Radiation,subhrPt,CFsubhr,3483.69,4121
clivi,Ice Water Path,mon,Amon,3464.60,556953
opottempdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,mon,Emon,3446.65,652
rlds,,3hr,3hr,3444.55,3106
hurs,Near-Surface Relative Humidity,6hr,6hrPlev,3440.16,594064
zhalfo,Depth Below Geoid of Interfaces Between Ocean Layers,mon,Omon,3430.12,28957
chlpico,Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,3409.54,1727
tslsi,Surface Temperature Where Land or Sea Ice,3hrPt,3hr,3388.73,3887
ph,,mon,Omon,3373.94,32670
mmrsoa,Secondary Organic Aerosol Mass Mixing Ratio,mon,AERmon,3373.68,4743
prsn,Snowfall Flux,mon,Amon,3373.08,1982369
mmrnh4,NH4 Mass Mixing Ratio,mon,AERmon,3364.23,6531
huss,Near-Surface Specific Humidity,6hrPt,6hrPlevPt,3359.18,5820
clcalipso,CALIPSO Percentage Cloud Cover,mon,CFmon,3342.02,3177
rlu,Upwelling Longwave Radiation,subhrPt,CFsubhr,3330.67,12145
hcho,Formaldehyde Volume Mixing Ratio,mon,AERmon,3323.96,4394
h2o,Mass Fraction of Water,mon,AERmon,3283.28,1559
ta,Air Temperature,mon,Emon,3267.23,39818
concdust,Concentration of Dust,mon,Emon,3252.83,2562
loaddust,Load of Dust,day,Eday,3237.62,36676
prlsprof,Stratiform Rainfall Flux,3hrPt,CF3hr,3199.79,862
zmla,Height of Boundary Layer,day,Eday,3187.99,9669
hfss,,3hr,3hr,3174.52,2720
uas,Eastward Near-Surface Wind,6hr,6hrPlevPt,3158.20,9517
siconc,,mon,SImon,3148.39,405507
hur,,mon,CFmon,3141.98,105617
lossco,Monthly Loss of Atmospheric Carbon Monoxide,mon,AERmon,3096.70,4664
ch4,Mole Fraction of CH4,mon,Amon,3084.30,7291
rsdscs,,3hr,3hr,3081.22,2431
sfcwind,Near-Surface Wind Speed,6hrPt,6hrPlevPt,3055.21,8751
tsl,,mon,Lmon,3054.71,122703
tnhusscpbl,Tendency of Specific Humidity Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,subhrPt,CFsubhr,3054.47,4130
psl,,6hr,6hrPlev,3052.65,21362
prsn,,day,day,3043.20,163895
conccmcn,Number Concentration Coarse Mode Aerosol,mon,Emon,3026.05,732
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,mon,Emon,3021.51,846
phyc,,mon,Omon,3015.84,1582
dissic,Dissolved Inorganic Carbon Concentration,yr,Oyr,3009.22,14384
cli,,mon,Amon,2996.51,4111
clivi,Ice Water Path,day,CFday,2986.74,8142
hcl,HCl Volume Mixing Ratio,mon,AERmon,2982.80,1311
o3,,mon,AERmon,2978.56,121608
expc,Downward Flux of Particulate Organic Carbon,yr,Oyr,2956.91,13674
rlutcs,,3hr,E3hr,2945.36,12278
opottemppadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,mon,Emon,2935.62,734
vas,Northward Near-Surface Wind,6hr,6hrPlevPt,2930.87,9756
loadss,Load of Sea-Salt Aerosol,day,Eday,2918.12,6140
rlucs,Upwelling Clear-Sky Longwave Radiation,subhrPt,CFsubhr,2884.42,3439
wap500,Pressure Tendency,day,CFday,2882.41,8073
rsutcs,,3hr,E3hr,2878.61,3677
mmrss,,mon,AERmon,2847.46,4206
clc,Convective Cloud Area Percentage,3hrPt,CF3hr,2845.40,908
intpp,Primary Organic Carbon Production by All Types of Phytoplankton,mon,Omon,2829.04,61885
zg500,,day,AERday,2821.83,50415
loadoa,Load of Dry Aerosol Organic Matter,day,Eday,2813.12,6273
loadso4,Load of SO4,day,Eday,2813.12,8016
mrso,,day,day,2810.18,41823
tas,,6hrPt,6hrPlevPt,2802.81,7171
dissicnat,,mon,Omon,2781.98,1550
dfe,Dissolved Iron Concentration,yr,Oyr,2763.55,12882
mmrdust,,mon,AERmon,2742.81,3990
n2o,Mole Fraction of N2O,mon,AERmon,2742.39,1393
sitemptop,Surface Temperature of Sea Ice,day,SIday,2717.99,10411
rtmt,Net Downward Radiative Flux at Top of Model,mon,Amon,2701.66,310749
po4,Total Dissolved Inorganic Phosphorus Concentration,yr,Oyr,2649.27,12296
clwvi,Condensed Water Path,day,CFday,2638.54,8552
ta500,Air Temperature,day,Eday,2633.07,15789
pfull,Pressure at Model Full-Levels,3hrPt,CF3hr,2626.78,313
clwvi,Condensed Water Path,mon,Amon,2612.06,376524
rsds,,mon,Amon,2582.26,293346
expc,,mon,Omon,2572.18,4397
ocontemppmdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,mon,Emon,2567.49,247
photo1d,"Photolysis Rate of Ozone (O3) to Excited Atomic Oxygen (the Singlet D State, O1D)",mon,AERmon,2563.18,1261
ps,,3hr,3hr,2544.31,34930
lai,Leaf Area Index,day,Eday,2543.86,481085
ocontemptend,Tendency of Sea Water Conservative Temperature Expressed as Heat Content,mon,Emon,2533.53,260
mmrso4,,mon,AERmon,2530.28,4710
tnhusd,Tendency of Specific Humidity Due to Numerical Diffusion,mon,CFmon,2512.08,1105
ocontemppadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,mon,Emon,2485.50,237
ocontemprmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection,mon,Emon,2473.48,212
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,3hr,3hr,2467.54,1428
ta700,Air Temperature,day,CFday,2464.85,8107
pfull,Pressure at Model Full-Levels,subhrPt,CFsubhr,2464.40,323
msftbarot,Ocean Barotropic Mass Streamfunction,mon,Omon,2457.11,159453
uas,,6hrPt,6hrPlevPt,2452.96,6362
prw,,3hr,E3hr,2444.56,2112
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,mon,Emon,2443.11,793
sivol,Sea-Ice Volume per Area,mon,SImon,2427.88,305944
ts,,mon,Amon,2426.33,260711
prsn,Snowfall Flux,mon,Omon,2410.49,81652
vas,,6hrPt,6hrPlevPt,2404.37,6108
c3h8,C3H8  volume mixing ratio,mon,AERmon,2401.91,3391
chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,yr,Oyr,2401.69,21562
isop,Isoprene Volume Mixing Ratio,mon,AERmon,2399.75,4194
rlus,,3hr,3hr,2375.09,2094
tasmin,,mon,Amon,2370.70,829946
talk,Total Alkalinity,yr,Oyr,2366.18,10621
ocontempdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,mon,Emon,2366.07,239
chlos,Surface Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,2358.58,993120
mrso,Total Soil Moisture Content,mon,Lmon,2354.16,820716
ph,pH,yr,Oyr,2348.71,937118
pan,PAN Volume Mixing Ratio,mon,AERmon,2340.91,3574
phycos,Sea Surface Phytoplankton Carbon Concentration,day,Oday,2340.23,743
prsnc,Convective Snowfall Flux,3hrPt,CF3hr,2323.37,939
tasmax,,mon,Amon,2299.06,720330
si,,mon,Omon,2297.49,3529
wap,,day,Eday,2296.49,2135
hfds,,mon,Omon,2295.13,89733
c2h6,C2H6 Volume Mixing Ratio,mon,AERmon,2290.37,3524
ch3coch3,CH3COCH3  volume mixing ratio,mon,AERmon,2289.31,3469
clt,,day,day,2287.75,207632
hfx,Ocean Heat X Transport,mon,Omon,2287.47,125539
siconca,Sea-Ice Area Percentage (Atmospheric Grid),day,SIday,2242.83,90774
sos,,mon,Omon,2221.16,83035
hus,Specific Humidity,6hr,6hrPlevPt,2218.86,6303
rsntds,Net Downward Shortwave Radiation at Sea Water Surface,mon,Omon,2211.23,188082
phalf,Pressure on Model Half-Levels,mon,AERmon,2197.59,5688
omldamax,,day,Oday,2195.30,888
bigthetao,,mon,Omon,2194.31,26351
prrc,Convective Rainfall Rate,3hr,E3hr,2188.13,826
rsd,Downwelling Shortwave Radiation,subhrPt,CFsubhr,2184.88,3267
tntc,Tendency of Air Temperature Due to Convection,subhrPt,CFsubhr,2177.47,3424
clws,Mass Fraction of Stratiform Cloud Liquid Water,3hrPt,CF3hr,2175.91,826
rsdcs,Downwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,2163.89,3130
rsucs,Upwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,2162.32,3318
tnhusd,Tendency of Specific Humidity Due to Numerical Diffusion,subhrPt,CFsubhr,2151.39,173
wap,,day,CFday,2150.01,2240
osaltpmdiff,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Mesoscale Diffusion,yr,Oyr,2146.66,4266
prsn,,3hr,3hr,2137.25,2615
mmrpm2p5,PM2.5 Mass Mixing Ratio,mon,AERmon,2129.78,103402
osaltpadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Eddy Advection,yr,Oyr,2105.03,4239
pbo,Sea Water Pressure at Sea Floor,mon,Omon,2101.48,99570
o3,,mon,Amon,2099.53,7241
rsu,Upwelling Shortwave Radiation,subhrPt,CFsubhr,2086.31,3273
osaltrmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Residual Mean Advection,yr,Oyr,2085.59,4239
osaltdiff,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Dianeutral Mixing,yr,Oyr,2078.20,4242
msftyz,Ocean Y Overturning Mass Streamfunction,mon,Omon,2073.19,257853
spco2,Surface Aqueous Partial Pressure of CO2,mon,Omon,2070.25,203783
rsucs,Upwelling Clear-Sky Shortwave Radiation,3hrPt,E3hrPt,2069.10,280
osalttend,Tendency of Sea Water Salinity Expressed as Salt Content,yr,Oyr,2060.83,4232
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,day,Eday,2052.67,3480
wbptemp,Wet Bulb Potential Temperature,6hrPt,6hrPlevPt,2043.80,701
sfcwindmax,,day,day,2039.80,7924
hfls,,mon,Amon,2033.27,318077
tnhusc,Tendency of Specific Humidity Due to Convection,subhrPt,CFsubhr,2024.62,185398
zg,Geopotential Height,mon,Emon,2016.55,119473
mcu,Convective Updraft Mass Flux,mon,CFmon,2005.84,29378
rsdt,,3hr,E3hr,1999.77,3930
ps,,6hrPt,6hrLev,1992.21,9577
mrro,Total Runoff,mon,Lmon,1985.37,626262
msftmz,Ocean Meridional Overturning Mass Streamfunction,mon,Omon,1984.08,168814
opottemptend,Tendency of Sea Water Potential Temperature Expressed as Heat Content,yr,Oyr,1976.49,5077
phyc,Phytoplankton Carbon Concentration,yr,Oyr,1974.05,8570
ec550aer,Aerosol Extinction Coefficient,6hrPt,6hrLev,1969.04,579
chegpso4,Gas-Phase Production Rate of SO4,mon,AERmon,1967.08,4068
cls,Percentage Cover of Stratiform Cloud,3hrPt,CF3hr,1964.73,446
n2o,Mole Fraction of N2O,mon,Amon,1961.27,2274
expcalc,Downward Flux of Calcite,yr,Oyr,1945.83,4942
expsi,Sinking Particulate Silicon Flux,yr,Oyr,1939.45,5668
hfss,,mon,Amon,1934.95,319826
hurs,,mon,Amon,1934.06,321440
mrsos,,day,day,1932.96,26210
chldiaz,,mon,Omon,1931.43,1507
edt,Eddy Diffusivity Coefficient for Temperature,mon,CFmon,1914.23,824
mmroa,,mon,AERmon,1913.28,3454
tntpbl,Tendency of Air Temperature Due to Boundary Layer Mixing,mon,Emon,1909.94,1802
rsus,,3hr,3hr,1889.47,2169
sossq,Square of Sea Surface Salinity,day,Oday,1876.45,1245
tnhuspbl,Tendency of Specific Humidity Due to Boundary Layer Mixing,mon,Emon,1874.45,1823
agessc,,mon,Omon,1869.64,1245
evu,Eddy Viscosity Coefficient for Momentum,mon,CFmon,1868.88,7246
prcprof,Convective Rainfall Flux,3hrPt,CF3hr,1858.92,453
od550aer,Ambient Aerosol Optical Thickness at 550nm,mon,AERmon,1851.43,72608
ua,,mon,Emon,1845.28,9632
ts,Surface Temperature,6hrPt,6hrPlevPt,1840.00,9449
ua,Eastward Wind,day,EdayZ,1831.70,21904
remoc,Remineralization of Organic Carbon,yr,Oyr,1824.35,6171
mrsll,Liquid Water Content of Soil Layer,mon,Emon,1796.24,21322
rsut,,3hr,E3hr,1788.14,3145
tauvpbl,Northward Surface Stress from Planetary Boundary Layer Scheme,day,Eday,1785.62,3417
hus850,Specific Humidity,day,Eday,1781.20,13987
mmraerh2o,Aerosol Water Mass Mixing Ratio,mon,AERmon,1773.52,4720
detoc,,mon,Omon,1763.35,954
jno2,Photolysis Rate of NO2,mon,AERmon,1761.65,3357
ps,,day,CFday,1758.28,6797
v2,Mean-Squared Northward Wind Speed,mon,Emon,1753.20,16783
ps,,mon,Amon,1749.76,270170
tauupbl,Eastward Surface Stress from Planetary Boundary Layer Scheme,day,Eday,1742.30,3282
zg1000,Geopotential Height at 1000hPa,day,AERday,1730.38,4309
phalf,Pressure on Model Half-Levels,3hrPt,CF3hr,1728.03,302
volcello,,mon,Omon,1723.93,24162
phalf,Pressure on Model Half-Levels,subhrPt,CFsubhr,1712.73,310
siv,,day,SIday,1700.87,19509
nh4,Dissolved Ammonium Concentration,yr,Oyr,1698.29,2875
mrros,Surface Runoff,mon,Lmon,1695.69,697597
rsdscs,,day,CFday,1692.73,260516
ec550aer,Aerosol Extinction Coefficient,mon,Emon,1675.84,518
mrsol,Total Water Content of Soil Layer,6hrPt,6hrPlevPt,1669.09,3012
pp,Primary Carbon Production by Phytoplankton,yr,Oyr,1664.90,12036
pr,,6hr,6hrPlev,1664.19,3276
huss,,mon,Amon,1663.45,285599
lai,Leaf Area Index,mon,Lmon,1654.79,434348
epc100,Downward Flux of Particulate Organic Carbon,mon,Omon,1653.37,34919
evspsbl,,mon,Amon,1641.14,373587
siu,,day,SIday,1640.32,18775
rlut,,mon,Amon,1640.00,209682
rsut,,mon,Amon,1634.27,161663
wbptemp,Wet Bulb Potential Temperature,6hr,6hrPlevPt,1633.02,1310
cl,,day,CFday,1631.58,3128902
tas,Near-Surface Air Temperature,6hr,6hrPlevPt,1628.61,6633
dfe,,mon,Omon,1623.44,529
u2,Mean-Squared Eastward Wind Speed,mon,Emon,1623.19,580
opottemppmdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,yr,Oyr,1621.02,4277
clis,Mass Fraction of Stratiform Cloud Ice,3hrPt,CF3hr,1620.29,434
fgo2,Surface Downward Flux of O2,mon,Omon,1616.49,682230
rsdcs,Downwelling Clear-Sky Shortwave Radiation,3hrPt,E3hrPt,1614.09,235
rsdo,,mon,Omon,1603.10,479
opottemprmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Residual Mean Advection,yr,Oyr,1596.06,4275
opottemppadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,yr,Oyr,1593.38,4235
mrsos,Moisture in Upper Portion of Soil Column,mon,Lmon,1588.23,462842
ts,,day,Eday,1582.47,199007
expfe,Sinking Particulate Iron Flux,,Emon,1565.78,326
opottempdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,yr,Oyr,1564.45,4333
hus,,6hr,6hrPlev,1559.88,1550
loadpoa,Load of Dry Aerosol Primary Organic Matter,day,Eday,1547.84,4826
mlotstmax,Maximum Ocean Mixed Layer Thickness Defined by Sigma T,mon,Omon,1546.15,130152
sfcwind,Near-Surface Wind Speed,3hrPt,CF3hr,1543.59,26211
cldnvi,Column Integrated Cloud Droplet Number,day,Eday,1542.95,2857
siu,X-Component of Sea-Ice Velocity,mon,SImon,1533.28,203060
siv,Y-Component of Sea-Ice Velocity,mon,SImon,1531.06,202878
sispeed,Sea-Ice Speed,day,SIday,1524.24,42411
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,mon,Emon,1512.00,1578
cl,Percentage Cloud Cover,subhrPt,CFsubhr,1509.52,1982
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,Emon,1507.99,1003
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,3hr,E3hr,1505.28,6243
tob,Sea Water Potential Temperature at Sea Floor,mon,Omon,1505.25,54029
dissicnat,Natural Dissolved Inorganic Carbon Concentration,yr,Oyr,1505.09,4282
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,3hr,E3hr,1501.38,3226
co2,,mon,Amon,1486.53,716507
gpp,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Lmon,1486.40,413591
emilnox,Layer-Integrated Lightning Production of NOx,mon,AERmon,1471.52,5063
prc,,day,day,1465.03,14324
graz,Total Grazing of Phytoplankton by Zooplankton,yr,Oyr,1462.97,9578
rlds,,mon,Amon,1462.84,154700
rsus,,mon,Amon,1462.05,115184
co3,Carbonate Ion Concentration,yr,Oyr,1453.87,3947
gpp,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],3hr,E3hr,1453.16,61694
landcoverfrac,Percentage of Area by Vegetation or Land-Cover Category,mon,Lmon,1446.69,65024
dissoc,Dissolved Organic Carbon Concentration,yr,Oyr,1433.54,5977
